User_ID,School,Student_Grade,iReady_Subject,iReady_Score,iReady_Placement
553273,School1,4,Reading,543,Grade 3
553507,School1,5,Reading,626,Mid 5
553645,School5,6,Reading,563,Grade 4
553663,School8,8,Reading,540,Grade 3
554184,School7,8,Reading,684,Late 8
554676,School13,8,Reading,647,Mid 8
554821,School8,6,Reading,623,Mid 6
555660,School13,7,Reading,591,Grade 6
556192,School1,4,Reading,615,Late 4
556617,School7,8,Reading,644,Mid 8
556855,School10,4,Reading,511,Grade 3
557117,School7,6,Reading,529,Grade 3
557246,School8,7,Reading,499,Grade 3
557531,School8,6,Reading,598,Early 6
558218,School7,7,Reading,709,Grade 10
558594,School13,8,Reading,495,Grade 2
559220,School5,6,Reading,535,Grade 3
559955,School7,7,Reading,641,Mid 7
561443,School1,4,Reading,576,Early 4
561741,School7,6,Reading,619,Mid 6
561814,School11,3,Reading,601,Late 3
562777,School14,3,Reading,522,Early 3
562783,School3,3,Reading,553,Mid 3
562888,School12,3,Reading,514,Early 3
563594,School7,7,Reading,621,Early 7
564122,School6,5,Reading,659,Grade 7
564463,School6,3,Reading,477,Grade 2
565200,School12,5,Reading,594,Early 5
565283,School7,8,Reading,688,Grade 9
565437,School5,4,Reading,563,Early 4
565509,School11,4,Reading,650,Grade 6
565571,School12,3,Reading,574,Late 3
565588,School11,5,Reading,646,Grade 6
566064,School13,8,Reading,612,Grade 7
566181,School8,6,Reading,639,Mid 6
566682,School10,3,Reading,530,Early 3
566878,School7,8,Reading,629,Early 8
567360,School8,7,Reading,625,Early 7
567850,School14,4,Reading,588,Mid 4
569467,School1,5,Reading,657,Grade 7
569510,School8,7,Reading,582,Grade 5
570171,School6,5,Reading,639,Late 5
570552,School12,5,Reading,599,Early 5
571942,School8,6,Reading,573,Grade 5
571965,School10,3,Reading,529,Early 3
572110,School11,3,Reading,435,Grade 1
572386,School7,6,Reading,538,Grade 3
572393,School12,3,Reading,545,Mid 3
573730,School8,7,Reading,571,Grade 5
574530,School12,5,Reading,510,Grade 3
574649,School8,6,Reading,587,Grade 5
574695,School8,6,Reading,671,Grade 8
574905,School14,5,Reading,626,Mid 5
575008,School15,5,Reading,570,Grade 4
575105,School13,8,Reading,597,Grade 7
575404,School7,7,Reading,508,Grade 3
575644,School5,3,Reading,546,Mid 3
576415,School11,3,Reading,484,Grade 2
576828,School7,6,Reading,581,Grade 5
577008,School1,5,Reading,617,Mid 5
577066,School5,3,Reading,573,Late 3
577158,School13,8,Reading,629,Early 8
577259,School5,4,Reading,424,Grade 1
577602,School11,5,Reading,638,Late 5
577840,School8,7,Reading,625,Early 7
578430,School13,6,Reading,455,Grade 1
578493,School8,6,Reading,693,Grade 9
579504,School13,8,Reading,490,Grade 2
579969,School13,8,Reading,602,Grade 7
580314,School3,5,Reading,522,Grade 3
580657,School5,4,Reading,542,Grade 3
581472,School5,3,Reading,503,Grade 2
581611,School7,7,Reading,545,Grade 4
581676,School1,4,Reading,683,Grade 7
582291,School11,4,Reading,671,Grade 7
582522,School11,5,Reading,668,Grade 7
582890,School8,8,Reading,610,Grade 7
583175,School13,8,Reading,552,Grade 4
583528,School13,7,Reading,543,Grade 4
583783,School7,8,Reading,581,Grade 5
584558,School7,6,Reading,526,Grade 3
584810,School6,4,Reading,595,Mid 4
584981,School10,5,Reading,557,Grade 4
585678,School7,8,Reading,639,Early 8
585702,School6,3,Reading,539,Early 3
585934,School13,7,Reading,659,Late 7
586318,School8,7,Reading,606,Grade 6
586594,School8,8,Reading,508,Grade 3
586616,School6,5,Reading,599,Early 5
586779,School7,7,Reading,563,Grade 4
587091,School11,4,Reading,603,Late 4
587189,School13,6,Reading,532,Grade 3
587241,School8,8,Reading,670,Late 8
587970,School13,8,Reading,552,Grade 4
588531,School5,5,Reading,541,Grade 3
588622,School7,7,Reading,548,Grade 4
589180,School7,8,Reading,679,Late 8
589248,School11,4,Reading,597,Mid 4
589505,School7,7,Reading,584,Grade 6
591009,School8,6,Reading,578,Grade 5
591030,School10,5,Reading,549,Grade 4
591448,School13,6,Reading,628,Mid 6
591536,School8,6,Reading,596,Grade 5
592227,School8,7,Reading,615,Early 7
592753,School3,5,Reading,614,Mid 5
593228,School8,6,Reading,504,Grade 3
593240,School7,6,Reading,715,Grade 9
593450,School7,6,Reading,611,Early 6
593577,School11,5,Reading,633,Late 5
594130,School11,5,Reading,621,Mid 5
594138,School8,6,Reading,572,Grade 5
594371,School11,5,Reading,584,Early 5
594469,School11,5,Reading,683,Grade 8
594528,School6,4,Reading,483,Grade 2
595225,School7,8,Reading,617,Grade 7
595577,School7,7,Reading,585,Grade 6
596344,School7,6,Reading,709,Grade 9
596456,School8,6,Reading,576,Grade 5
596793,School6,4,Reading,561,Early 4
597381,School7,8,Reading,721,Grade 10
597653,School13,8,Reading,663,Mid 8
597728,School6,5,Reading,600,Early 5
598339,School7,7,Reading,583,Grade 6
598378,School10,5,Reading,556,Grade 4
598553,School13,7,Reading,543,Grade 4
598558,School1,4,Reading,584,Mid 4
598827,School7,6,Reading,634,Mid 6
598947,School13,7,Reading,445,Grade 1
599124,School12,5,Reading,587,Early 5
599276,School12,4,Reading,472,Grade 1
599911,School13,8,Reading,543,Grade 4
600517,School8,7,Reading,610,Early 7
601738,School11,4,Reading,509,Grade 3
602693,School8,7,Reading,595,Grade 6
602796,School7,8,Reading,651,Mid 8
603584,School6,3,Reading,597,Late 3
603744,School7,8,Reading,526,Grade 3
603873,School7,8,Reading,675,Late 8
604025,School13,8,Reading,607,Grade 7
604336,School12,5,Reading,608,Early 5
604628,School12,3,Reading,531,Early 3
605067,School11,3,Reading,506,Grade 2
605252,School1,3,Reading,501,Grade 2
605280,School8,6,Reading,616,Mid 6
605960,School15,5,Reading,628,Mid 5
606011,School15,4,Reading,540,Grade 3
606227,School7,8,Reading,642,Mid 8
606399,School5,4,Reading,559,Early 4
606552,School7,8,Reading,715,Grade 10
607087,School15,5,Reading,497,Grade 3
607722,School13,8,Reading,604,Grade 7
607833,School7,6,Reading,641,Late 6
607953,School12,4,Reading,615,Late 4
608303,School8,6,Reading,563,Grade 4
609910,School10,5,Reading,571,Grade 4
609969,School8,6,Reading,483,Grade 2
610005,School13,6,Reading,604,Early 6
610255,School8,8,Reading,496,Grade 3
610286,School11,5,Reading,549,Grade 4
610815,School14,5,Reading,606,Early 5
610928,School8,8,Reading,679,Late 8
611214,School6,3,Reading,555,Mid 3
611441,School8,7,Reading,553,Grade 4
611455,School14,5,Reading,619,Mid 5
611624,School5,4,Reading,557,Early 4
611805,School6,3,Reading,550,Mid 3
612201,School11,4,Reading,657,Grade 7
612225,School11,3,Reading,581,Late 3
612297,School13,7,Reading,587,Grade 6
612759,School12,5,Reading,605,Early 5
613362,School8,6,Reading,625,Mid 6
613867,School14,4,Reading,584,Mid 4
614256,School4,6,Reading,561,Grade 4
614519,School13,6,Reading,610,Early 6
614551,School8,8,Reading,650,Mid 8
614626,School12,3,Reading,502,Grade 2
614627,School6,3,Reading,552,Mid 3
615118,School5,3,Reading,476,Grade 2
615401,School1,3,Reading,563,Late 3
615413,School13,7,Reading,576,Grade 5
615528,School13,7,Reading,604,Grade 6
615647,School11,4,Reading,634,Grade 5
616050,School8,8,Reading,643,Mid 8
616100,School10,4,Reading,588,Mid 4
616154,School5,3,Reading,476,Grade 2
617024,School8,7,Reading,587,Grade 6
617382,School7,6,Reading,435,Grade 1
617769,School14,5,Reading,615,Mid 5
618007,School8,8,Reading,595,Grade 7
619094,School14,4,Reading,623,Late 4
619387,School5,5,Reading,600,Early 5
619445,School13,6,Reading,615,Early 6
620351,School7,7,Reading,618,Early 7
620455,School13,8,Reading,570,Grade 5
620542,School15,5,Reading,599,Early 5
620600,School8,7,Reading,594,Grade 6
622320,School15,3,Reading,479,Grade 2
622503,School11,5,Reading,616,Mid 5
622522,School11,5,Reading,577,Grade 4
622655,School7,8,Reading,626,Early 8
622716,School10,5,Reading,604,Early 5
622854,School12,5,Reading,601,Early 5
622997,School7,8,Reading,642,Mid 8
623121,School5,5,Reading,578,Grade 4
624327,School8,8,Reading,698,Grade 9
624469,School8,7,Reading,666,Late 7
624847,School14,5,Reading,650,Grade 6
624901,School16,3,Reading,483,Grade 2
625035,School8,8,Reading,645,Mid 8
625375,School7,7,Reading,623,Early 7
625615,School1,5,Reading,625,Mid 5
626128,School14,5,Reading,461,Grade 1
626130,School8,6,Reading,576,Grade 5
626190,School7,6,Reading,601,Early 6
626609,School7,8,Reading,548,Grade 4
627426,School7,6,Reading,612,Early 6
627674,School11,5,Reading,568,Grade 4
627806,School13,7,Reading,605,Grade 6
627811,School8,6,Reading,561,Grade 4
627878,School11,5,Reading,546,Grade 4
628069,School6,5,Reading,570,Grade 4
628771,School7,6,Reading,587,Grade 5
628776,School8,6,Reading,651,Late 6
629684,School16,3,Reading,498,Grade 2
629947,School1,4,Reading,589,Mid 4
630258,School1,5,Reading,625,Mid 5
630655,School11,4,Reading,508,Grade 3
630945,School11,4,Reading,572,Early 4
631399,School7,7,Reading,571,Grade 5
631816,School7,7,Reading,709,Grade 10
632512,School1,4,Reading,592,Mid 4
632720,School6,5,Reading,561,Grade 4
633109,School13,7,Reading,530,Grade 3
633830,School1,3,Reading,642,Grade 6
633991,School8,7,Reading,546,Grade 4
634176,School1,3,Reading,587,Late 3
634180,School7,8,Reading,643,Mid 8
634242,School5,4,Reading,521,Grade 3
634435,School13,6,Reading,565,Grade 4
634968,School14,3,Reading,487,Grade 2
634972,School7,6,Reading,628,Mid 6
636065,School13,7,Reading,645,Mid 7
636647,School4,7,Reading,490,Grade 2
636924,School7,8,Reading,585,Grade 6
637223,School7,6,Reading,601,Early 6
637463,School7,7,Reading,658,Late 7
637907,School14,3,Reading,610,Grade 4
638477,School13,6,Reading,554,Grade 4
638511,School8,6,Reading,512,Grade 3
638998,School5,3,Reading,559,Mid 3
639094,School8,8,Reading,596,Grade 7
639356,School8,8,Reading,550,Grade 4
639699,School7,7,Reading,603,Grade 6
640186,School8,8,Reading,682,Late 8
640421,School7,6,Reading,535,Grade 3
640562,School5,5,Reading,627,Mid 5
640658,School10,4,Reading,527,Grade 3
640766,School11,3,Reading,583,Late 3
641002,School8,8,Reading,657,Mid 8
641257,School14,3,Reading,523,Early 3
641424,School13,8,Reading,543,Grade 4
641858,School7,7,Reading,704,Grade 10
642050,School7,7,Reading,568,Grade 5
642553,School13,6,Reading,460,Grade 1
642581,School7,8,Reading,715,Grade 10
642837,School7,6,Reading,555,Grade 4
642883,School11,4,Reading,610,Late 4
643180,School6,3,Reading,511,Early 3
643815,School7,8,Reading,715,Grade 10
644796,School7,6,Reading,619,Mid 6
645311,School7,7,Reading,693,Grade 9
645433,School12,5,Reading,524,Grade 3
645932,School1,5,Reading,547,Grade 4
646524,School10,4,Reading,486,Grade 2
647130,School8,8,Reading,688,Grade 9
647528,School8,6,Reading,650,Late 6
647530,School5,3,Reading,497,Grade 2
648399,School8,6,Reading,697,Grade 9
648607,School11,3,Reading,603,Grade 4
649263,School13,8,Reading,457,Grade 1
649430,School10,3,Reading,520,Early 3
649629,School8,7,Reading,650,Mid 7
649934,School1,5,Reading,642,Grade 6
650265,School13,7,Reading,560,Grade 4
650520,School5,4,Reading,549,Grade 3
650751,School7,6,Reading,641,Late 6
651324,School7,6,Reading,624,Mid 6
652064,School7,7,Reading,579,Grade 5
652719,School8,8,Reading,621,Early 8
653204,School8,6,Reading,669,Grade 7
653313,School3,5,Reading,582,Early 5
653426,School12,3,Reading,545,Mid 3
653432,School12,3,Reading,554,Mid 3
653440,School6,3,Reading,602,Late 3
653629,School7,7,Reading,670,Grade 8
653865,School11,5,Reading,459,Grade 1
653900,School5,5,Reading,622,Mid 5
653915,School13,7,Reading,628,Early 7
654258,School14,4,Reading,596,Mid 4
654278,School8,7,Reading,643,Mid 7
654335,School7,6,Reading,569,Grade 5
654492,School1,4,Reading,632,Grade 5
656133,School12,4,Reading,564,Early 4
656358,School8,8,Reading,671,Late 8
656670,School11,4,Reading,507,Grade 3
656994,School14,4,Reading,547,Grade 3
657297,School11,3,Reading,539,Early 3
657451,School3,3,Reading,496,Grade 2
657504,School1,4,Reading,598,Mid 4
658131,School14,3,Reading,399,Grade K
658348,School13,7,Reading,549,Grade 4
658595,School8,8,Reading,632,Early 8
658704,School1,4,Reading,601,Mid 4
658895,School5,4,Reading,567,Early 4
658948,School15,4,Reading,611,Late 4
659898,School7,6,Reading,603,Early 6
660040,School7,7,Reading,688,Grade 9
660162,School5,4,Reading,561,Early 4
660401,School1,5,Reading,678,Grade 8
660481,School8,8,Reading,647,Mid 8
660559,School14,3,Reading,460,Grade 1
661411,School7,6,Reading,555,Grade 4
662029,School11,4,Reading,554,Grade 3
662137,School5,4,Reading,572,Early 4
662264,School7,8,Reading,643,Mid 8
662308,School6,5,Reading,545,Grade 4
662685,School6,4,Reading,547,Grade 3
663307,School13,6,Reading,576,Grade 5
663943,School7,8,Reading,665,Mid 8
664412,School5,3,Reading,551,Mid 3
664446,School7,8,Reading,625,Early 8
665426,School10,3,Reading,544,Early 3
665448,School6,5,Reading,578,Grade 4
665756,School13,7,Reading,583,Grade 6
666926,School7,8,Reading,667,Mid 8
667066,School15,4,Reading,612,Late 4
668251,School12,3,Reading,502,Grade 2
668654,School8,8,Reading,554,Grade 4
668743,School11,5,Reading,619,Mid 5
669359,School7,6,Reading,703,Grade 9
669843,School15,3,Reading,536,Early 3
670188,School11,3,Reading,533,Early 3
670593,School8,6,Reading,605,Early 6
670694,School7,7,Reading,601,Grade 6
670788,School10,4,Reading,609,Late 4
671289,School13,7,Reading,584,Grade 6
671417,School13,8,Reading,638,Early 8
671713,School7,8,Reading,550,Grade 4
672001,School12,3,Reading,497,Grade 2
672018,School7,7,Reading,525,Grade 3
673029,School12,5,Reading,541,Grade 3
673061,School10,4,Reading,505,Grade 3
673105,School13,7,Reading,558,Grade 4
673195,School5,4,Reading,580,Mid 4
673505,School6,4,Reading,561,Early 4
674185,School13,6,Reading,685,Grade 9
674317,School15,3,Reading,592,Late 3
674409,School7,6,Reading,666,Grade 7
675017,School10,5,Reading,583,Early 5
675295,School6,3,Reading,608,Grade 4
675328,School8,6,Reading,585,Grade 5
675749,School6,5,Reading,623,Mid 5
676463,School13,6,Reading,583,Grade 5
676694,School7,6,Reading,654,Grade 7
676705,School6,5,Reading,655,Grade 7
677096,School5,5,Reading,597,Early 5
677387,School8,8,Reading,567,Grade 5
677587,School11,5,Reading,627,Mid 5
677590,School6,3,Reading,522,Early 3
677807,School13,6,Reading,611,Early 6
678047,School13,7,Reading,565,Grade 4
678166,School12,3,Reading,569,Late 3
678464,School8,6,Reading,626,Mid 6
678582,School11,5,Reading,556,Grade 4
678760,School5,5,Reading,556,Grade 4
678915,School11,3,Reading,488,Grade 2
679136,School8,7,Reading,575,Grade 5
679371,School7,8,Reading,525,Grade 3
680226,School7,6,Reading,669,Grade 7
680517,School8,6,Reading,595,Grade 5
680603,School8,6,Reading,619,Mid 6
681215,School7,7,Reading,646,Mid 7
681305,School11,3,Reading,366,Grade K
681503,School3,3,Reading,505,Grade 2
681560,School5,5,Reading,519,Grade 3
682086,School8,8,Reading,598,Grade 7
682372,School7,8,Reading,493,Grade 2
682434,School7,7,Reading,620,Early 7
682659,School1,4,Reading,574,Early 4
682814,School13,8,Reading,589,Grade 6
683248,School7,7,Reading,568,Grade 5
684135,School7,7,Reading,667,Late 7
685942,School7,7,Reading,607,Grade 6
686794,School6,3,Reading,563,Late 3
686900,School11,5,Reading,545,Grade 4
687448,School14,4,Reading,602,Mid 4
687899,School14,5,Reading,541,Grade 3
688216,School14,5,Reading,562,Grade 4
688488,School13,8,Reading,627,Early 8
688489,School7,7,Reading,577,Grade 5
689153,School7,6,Reading,576,Grade 5
689652,School11,4,Reading,602,Mid 4
690745,School8,6,Reading,693,Grade 9
690751,School8,6,Reading,721,Grade 9
690777,School11,5,Reading,524,Grade 3
691044,School10,4,Reading,524,Grade 3
691161,School7,6,Reading,590,Grade 5
691247,School7,8,Reading,632,Early 8
691325,School10,4,Reading,493,Grade 2
692535,School11,5,Reading,682,Grade 8
693202,School13,8,Reading,592,Grade 6
693225,School8,8,Reading,507,Grade 3
693814,School6,4,Reading,528,Grade 3
693915,School7,8,Reading,589,Grade 6
694211,School8,6,Reading,674,Grade 8
694336,School13,7,Reading,440,Grade 1
694428,School8,8,Reading,632,Early 8
694438,School11,3,Reading,447,Grade 1
694493,School6,3,Reading,457,Grade 1
694860,School7,8,Reading,625,Early 8
694953,School8,8,Reading,616,Grade 7
694974,School13,8,Reading,588,Grade 6
695194,School11,3,Reading,473,Grade 1
695264,School7,6,Reading,690,Grade 9
695921,School7,6,Reading,523,Grade 3
695960,School4,6,Reading,558,Grade 4
697042,School11,3,Reading,604,Grade 4
697148,School11,3,Reading,535,Early 3
698127,School7,7,Reading,537,Grade 3
698934,School14,3,Reading,589,Late 3
699147,School6,4,Reading,570,Early 4
699183,School8,6,Reading,709,Grade 9
699237,School7,7,Reading,550,Grade 4
699963,School7,7,Reading,562,Grade 4
700060,School6,4,Reading,557,Early 4
700748,School3,5,Reading,565,Grade 4
700766,School12,5,Reading,520,Grade 3
701064,School7,7,Reading,628,Early 7
701117,School5,3,Reading,533,Early 3
701119,School13,6,Reading,562,Grade 4
701395,School11,4,Reading,601,Mid 4
701797,School7,8,Reading,634,Early 8
701862,School6,3,Reading,581,Late 3
702116,School7,7,Reading,590,Grade 6
702131,School13,7,Reading,520,Grade 3
702187,School7,7,Reading,631,Early 7
702372,School11,4,Reading,626,Late 4
702602,School6,4,Reading,581,Mid 4
702625,School13,7,Reading,554,Grade 4
702806,School7,6,Reading,628,Mid 6
703717,School8,6,Reading,623,Mid 6
704136,School7,7,Reading,693,Grade 9
704266,School1,5,Reading,604,Early 5
704355,School7,6,Reading,546,Grade 4
704411,School11,3,Reading,472,Grade 1
704457,School13,6,Reading,555,Grade 4
704962,School4,6,Reading,491,Grade 2
705015,School11,3,Reading,497,Grade 2
705110,School5,3,Reading,505,Grade 2
705324,School7,8,Reading,595,Grade 7
705983,School8,6,Reading,629,Mid 6
706082,School11,5,Reading,420,Grade 1
706139,School8,6,Reading,524,Grade 3
706335,School6,4,Reading,623,Late 4
706522,School10,3,Reading,439,Grade 1
706663,School10,3,Reading,511,Early 3
707620,School11,3,Reading,675,Grade 7
707787,School6,4,Reading,661,Grade 7
707821,School5,5,Reading,616,Mid 5
708004,School7,6,Reading,412,Grade K
708050,School12,5,Reading,635,Late 5
708542,School7,8,Reading,563,Grade 4
708686,School8,8,Reading,512,Grade 3
709030,School15,5,Reading,640,Late 5
709467,School13,8,Reading,584,Grade 6
709911,School3,3,Reading,524,Early 3
710216,School8,6,Reading,549,Grade 4
710368,School8,8,Reading,631,Early 8
710680,School5,3,Reading,483,Grade 2
710861,School6,3,Reading,531,Early 3
712454,School6,3,Reading,556,Mid 3
712569,School6,4,Reading,523,Grade 3
712950,School7,8,Reading,545,Grade 4
712994,School10,3,Reading,503,Grade 2
713348,School11,4,Reading,613,Late 4
713916,School11,3,Reading,646,Grade 6
714309,School15,3,Reading,481,Grade 2
715299,School14,4,Reading,561,Early 4
715365,School1,5,Reading,620,Mid 5
715416,School13,6,Reading,903,Grade 5
715464,School8,7,Reading,620,Early 7
715501,School8,8,Reading,674,Late 8
715715,School13,6,Reading,570,Grade 5
715902,School10,5,Reading,601,Early 5
716087,School7,8,Reading,493,Grade 2
717018,School13,7,Reading,484,Grade 2
717124,School7,7,Reading,590,Grade 6
717261,School6,3,Reading,512,Early 3
718001,School11,5,Reading,655,Grade 7
718323,School7,8,Reading,627,Early 8
718372,School6,5,Reading,654,Grade 7
718430,School8,7,Reading,629,Early 7
718966,School8,8,Reading,645,Mid 8
719480,School7,8,Reading,553,Grade 4
719649,School1,5,Reading,716,Grade 8
719793,School7,8,Reading,736,Grade 11
720159,School15,4,Reading,509,Grade 3
720308,School7,8,Reading,626,Early 8
720486,School1,5,Reading,656,Grade 7
720583,School8,6,Reading,625,Mid 6
721241,School6,4,Reading,560,Early 4
721446,School8,4,Reading,703,Grade 9
721455,School8,6,Reading,693,Grade 9
722144,School11,4,Reading,683,Grade 7
722627,School14,3,Reading,549,Mid 3
722789,School7,8,Reading,579,Grade 5
723255,School8,6,Reading,519,Grade 3
723775,School11,5,Reading,654,Grade 7
723858,School8,6,Reading,547,Grade 4
724061,School3,5,Reading,557,Grade 4
724371,School8,7,Reading,593,Grade 6
724498,School11,5,Reading,476,Grade 2
724653,School7,7,Reading,537,Grade 3
724807,School14,5,Reading,548,Grade 4
724910,School8,7,Reading,473,Grade 1
725019,School14,3,Reading,561,Late 3
725768,School8,6,Reading,633,Mid 6
726011,School10,3,Reading,557,Mid 3
726149,School13,7,Reading,571,Grade 5
726162,School1,4,Reading,611,Late 4
726425,School1,4,Reading,623,Late 4
726560,School15,4,Reading,516,Grade 3
726940,School8,6,Reading,604,Early 6
727325,School10,4,Reading,529,Grade 3
727564,School10,5,Reading,554,Grade 4
727763,School5,4,Reading,462,Grade 1
728330,School12,5,Reading,582,Early 5
728672,School8,7,Reading,486,Grade 2
728682,School6,3,Reading,441,Grade 1
728825,School10,3,Reading,510,Grade 2
729238,School1,5,Reading,642,Grade 6
729481,School14,3,Reading,586,Late 3
729818,School7,8,Reading,640,Early 8
729857,School7,6,Reading,647,Late 6
729920,School13,8,Reading,633,Early 8
730398,School7,6,Reading,476,Grade 2
731135,School8,6,Reading,627,Mid 6
731819,School3,3,Reading,405,Grade K
731874,School14,3,Reading,472,Grade 1
731982,School12,4,Reading,583,Mid 4
732170,School3,3,Reading,531,Early 3
732627,School13,7,Reading,489,Grade 2
732966,School11,3,Reading,463,Grade 1
733373,School6,3,Reading,453,Grade 1
733917,School7,6,Reading,540,Grade 3
733985,School7,6,Reading,610,Early 6
734180,School7,7,Reading,706,Grade 10
734494,School7,8,Reading,567,Grade 5
735079,School7,6,Reading,703,Grade 9
735202,School11,4,Reading,607,Late 4
735320,School13,8,Reading,679,Late 8
735363,School13,7,Reading,641,Mid 7
736533,School10,3,Reading,577,Late 3
736557,School14,4,Reading,498,Grade 3
736585,School11,5,Reading,516,Grade 3
736670,School9,3,Reading,568,Late 3
736886,School8,6,Reading,484,Grade 2
737852,School12,4,Reading,451,Grade 1
737869,School12,4,Reading,488,Grade 2
738205,School8,6,Reading,499,Grade 3
739177,School13,6,Reading,546,Grade 4
739247,School1,5,Reading,638,Late 5
739416,School7,8,Reading,680,Late 8
739696,School10,5,Reading,521,Grade 3
740033,School11,3,Reading,491,Grade 2
740367,School10,4,Reading,479,Grade 2
740507,School5,4,Reading,533,Grade 3
740585,School8,6,Reading,468,Grade 1
740680,School12,3,Reading,560,Mid 3
741269,School8,6,Reading,505,Grade 3
741721,School7,8,Reading,715,Grade 10
741795,School6,4,Reading,509,Grade 3
742257,School12,3,Reading,524,Early 3
742339,School7,8,Reading,662,Mid 8
742813,School10,4,Reading,501,Grade 3
743080,School11,3,Reading,557,Mid 3
743559,School3,5,Reading,530,Grade 3
744006,School7,8,Reading,591,Grade 6
744410,School1,5,Reading,632,Late 5
744872,School14,4,Reading,533,Grade 3
744980,School13,8,Reading,560,Grade 4
745133,School1,4,Reading,511,Grade 3
745160,School7,6,Reading,574,Grade 5
745448,School11,5,Reading,576,Grade 4
745521,School15,4,Reading,544,Grade 3
747355,School7,8,Reading,596,Grade 7
747809,School11,4,Reading,605,Late 4
748422,School11,3,Reading,488,Grade 2
748633,School8,6,Reading,455,Grade 1
748646,School7,6,Reading,673,Grade 8
748883,School6,3,Reading,532,Early 3
749201,School8,8,Reading,658,Mid 8
749254,School15,5,Reading,590,Early 5
749569,School13,6,Reading,565,Grade 4
750119,School7,7,Reading,626,Early 7
750135,School13,8,Reading,615,Grade 7
750487,School7,8,Reading,571,Grade 5
750706,School15,4,Reading,558,Early 4
751671,School6,3,Reading,567,Late 3
751942,School6,4,Reading,559,Early 4
752088,School11,5,Reading,653,Grade 6
752868,School11,4,Reading,541,Grade 3
753032,School11,3,Reading,650,Grade 6
754083,School7,7,Reading,570,Grade 5
754646,School13,6,Reading,654,Grade 7
754765,School1,5,Reading,623,Mid 5
754990,School10,4,Reading,446,Grade 1
755211,School8,7,Reading,526,Grade 3
755239,School10,4,Reading,537,Grade 3
755416,School12,3,Reading,491,Grade 2
755699,School5,3,Reading,509,Grade 2
755925,School8,6,Reading,665,Grade 7
756455,School8,7,Reading,574,Grade 5
757423,School5,4,Reading,530,Grade 3
757629,School8,8,Reading,543,Grade 4
757665,School7,6,Reading,591,Grade 5
758111,School11,5,Reading,620,Mid 5
758232,School7,6,Reading,507,Grade 3
758325,School4,8,Reading,595,Grade 7
758348,School6,4,Reading,500,Grade 3
758512,School7,7,Reading,539,Grade 3
758581,School1,5,Reading,488,Grade 2
758700,School11,5,Reading,457,Grade 1
758985,School8,8,Reading,629,Early 8
759009,School13,6,Reading,483,Grade 2
759202,School8,6,Reading,603,Early 6
760078,School6,5,Reading,564,Grade 4
761477,School8,6,Reading,603,Early 6
761712,School11,4,Reading,711,Grade 7
762095,School11,4,Reading,679,Grade 7
762109,School15,6,Reading,527,Grade 3
762833,School15,4,Reading,373,Grade K
763132,School13,8,Reading,576,Grade 5
763442,School7,6,Reading,639,Mid 6
763814,School6,5,Reading,514,Grade 3
763845,School11,5,Reading,645,Grade 6
763901,School10,4,Reading,575,Early 4
764333,School8,6,Reading,649,Late 6
764553,School14,3,Reading,534,Early 3
764838,School15,5,Reading,594,Early 5
765028,School1,4,Reading,562,Early 4
765385,School6,3,Reading,476,Grade 2
765519,School6,5,Reading,558,Grade 4
765547,School7,7,Reading,601,Grade 6
766183,School12,4,Reading,564,Early 4
766602,School14,5,Reading,593,Early 5
766784,School7,7,Reading,624,Early 7
766933,School8,7,Reading,601,Grade 6
767245,School1,5,Reading,653,Grade 6
768356,School1,4,Reading,548,Grade 3
768461,School10,4,Reading,587,Mid 4
768638,School7,7,Reading,684,Grade 8
768919,School11,3,Reading,592,Late 3
768944,School7,8,Reading,602,Grade 7
768946,School12,4,Reading,550,Grade 3
769063,School13,7,Reading,550,Grade 4
769104,School11,3,Reading,612,Grade 4
769261,School16,3,Reading,491,Grade 2
769632,School8,6,Reading,611,Early 6
771051,School15,4,Reading,450,Grade 1
771207,School15,4,Reading,545,Grade 3
772157,School7,8,Reading,709,Grade 10
772182,School11,5,Reading,668,Grade 7
772524,School3,3,Reading,517,Early 3
772552,School8,6,Reading,698,Grade 9
773138,School7,8,Reading,517,Grade 3
773727,School11,5,Reading,614,Mid 5
773997,School8,6,Reading,549,Grade 4
774361,School13,8,Reading,580,Grade 5
774828,School13,7,Reading,539,Grade 3
775002,School6,4,Reading,683,Grade 7
775534,School15,3,Reading,499,Grade 2
775666,School14,3,Reading,468,Grade 1
775695,School6,3,Reading,507,Grade 2
775771,School7,6,Reading,614,Early 6
776384,School10,4,Reading,532,Grade 3
776460,School6,5,Reading,531,Grade 3
776536,School10,3,Reading,495,Grade 2
776907,School15,4,Reading,500,Grade 3
777124,School5,5,Reading,580,Grade 4
777366,School10,3,Reading,478,Grade 2
778374,School13,8,Reading,636,Early 8
778518,School7,7,Reading,529,Grade 3
778731,School7,6,Reading,611,Grade 7
778839,School7,7,Reading,589,Grade 6
779272,School1,5,Reading,611,Mid 5
779330,School3,5,Reading,573,Grade 4
779719,School5,5,Reading,591,Early 5
780017,School10,3,Reading,573,Late 3
780150,School12,3,Reading,576,Late 3
780641,School8,6,Reading,567,Grade 5
780675,School11,3,Reading,448,Grade 1
781039,School11,3,Reading,526,Early 3
781051,School14,3,Reading,559,Mid 3
781108,School14,4,Reading,561,Early 4
781775,School8,7,Reading,533,Grade 3
782127,School7,6,Reading,703,Grade 9
